epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,3.23917,2.80502,0.13725,0.4902,2.61462,0.00012624,0.00012624,0.00012624
2,5.49805,2.5307,0.33333,0.76471,2.21996,0.000255188,0.000255188,0.000255188
3,7.86296,2.18077,0.43137,0.86275,1.82092,0.000381533,0.000381533,0.000381533
4,10.1141,1.81573,0.58824,0.90196,1.46286,0.000505274,0.000505274,0.000505274
5,12.3453,1.55533,0.64706,0.92157,1.20573,0.00050517,0.00050517,0.00050517
6,14.5801,1.20583,0.72549,0.96078,1.07836,0.000499963,0.000499963,0.000499963
7,16.8518,1.03793,0.80392,0.96078,0.72075,0.000494756,0.000494756,0.000494756
8,19.1038,0.82436,0.88235,0.98039,0.59418,0.000489548,0.000489548,0.000489548
9,21.3596,0.69432,0.86275,1,0.54474,0.000484341,0.000484341,0.000484341
10,23.5863,0.53287,0.88235,1,0.433,0.000479133,0.000479133,0.000479133
11,25.8382,0.46938,0.86275,0.98039,0.4172,0.000473926,0.000473926,0.000473926
12,28.1187,0.37822,0.90196,1,0.36578,0.000468719,0.000468719,0.000468719
13,30.3396,0.33204,0.94118,1,0.29604,0.000463511,0.000463511,0.000463511
14,32.5812,0.26406,0.94118,1,0.24413,0.000458304,0.000458304,0.000458304
15,34.8328,0.22651,0.94118,1,0.24228,0.000453096,0.000453096,0.000453096
16,37.1192,0.19932,0.90196,1,0.27138,0.000447889,0.000447889,0.000447889
17,39.3918,0.2232,0.88235,1,0.32199,0.000442682,0.000442682,0.000442682
18,41.6287,0.21854,0.90196,1,0.48144,0.000437474,0.000437474,0.000437474
19,43.8844,0.15026,0.82353,0.98039,0.61209,0.000432267,0.000432267,0.000432267
20,46.1603,0.17518,0.88235,0.98039,0.45093,0.000427059,0.000427059,0.000427059
21,48.451,0.15029,0.90196,0.98039,0.36927,0.000421852,0.000421852,0.000421852
22,50.7295,0.13379,0.90196,1,0.33831,0.000416645,0.000416645,0.000416645
23,52.9769,0.13329,0.88235,1,0.29253,0.000411437,0.000411437,0.000411437
24,55.3114,0.14035,0.84314,0.98039,0.43995,0.00040623,0.00040623,0.00040623
25,57.6053,0.14111,0.90196,0.98039,0.31601,0.000401022,0.000401022,0.000401022
26,59.8629,0.13059,0.92157,0.98039,0.24329,0.000395815,0.000395815,0.000395815
27,62.1631,0.16691,0.94118,1,0.22102,0.000390608,0.000390608,0.000390608
28,64.4581,0.1264,0.94118,1,0.16888,0.0003854,0.0003854,0.0003854
29,66.7557,0.13051,0.90196,1,0.24885,0.000380193,0.000380193,0.000380193
30,69.0299,0.12544,0.88235,1,0.24818,0.000374985,0.000374985,0.000374985
31,71.2697,0.12259,0.96078,1,0.18206,0.000369778,0.000369778,0.000369778
32,73.559,0.09026,0.98039,1,0.13083,0.000364571,0.000364571,0.000364571
33,75.8157,0.07429,0.98039,1,0.13443,0.000359363,0.000359363,0.000359363
34,78.1302,0.11079,0.96078,1,0.15419,0.000354156,0.000354156,0.000354156
35,80.4219,0.10465,0.94118,1,0.17769,0.000348948,0.000348948,0.000348948
36,82.7565,0.08234,0.94118,1,0.12713,0.000343741,0.000343741,0.000343741
37,85.0724,0.10649,0.94118,1,0.13807,0.000338534,0.000338534,0.000338534
38,87.4003,0.08679,0.90196,1,0.22162,0.000333326,0.000333326,0.000333326
39,89.7449,0.09558,0.86275,1,0.30427,0.000328119,0.000328119,0.000328119
40,92.0512,0.04942,0.90196,1,0.27345,0.000322911,0.000322911,0.000322911
41,94.3337,0.07149,0.94118,1,0.16292,0.000317704,0.000317704,0.000317704
42,96.6292,0.09807,0.94118,1,0.14677,0.000312497,0.000312497,0.000312497
43,98.9553,0.06762,0.94118,1,0.19119,0.000307289,0.000307289,0.000307289
44,101.297,0.08314,0.92157,1,0.21067,0.000302082,0.000302082,0.000302082
45,103.584,0.06443,0.94118,1,0.15743,0.000296874,0.000296874,0.000296874
46,105.895,0.07639,0.96078,1,0.15855,0.000291667,0.000291667,0.000291667
47,108.27,0.06561,0.94118,1,0.13556,0.00028646,0.00028646,0.00028646
48,110.635,0.08392,0.96078,1,0.2412,0.000281252,0.000281252,0.000281252
49,112.981,0.04153,0.94118,1,0.16328,0.000276045,0.000276045,0.000276045
50,115.352,0.05099,0.94118,1,0.1542,0.000270837,0.000270837,0.000270837
51,117.715,0.02742,0.96078,1,0.18577,0.00026563,0.00026563,0.00026563
52,120.083,0.04727,0.96078,1,0.23436,0.000260423,0.000260423,0.000260423
53,122.387,0.04552,0.96078,1,0.17393,0.000255215,0.000255215,0.000255215
54,124.755,0.04306,0.94118,1,0.1686,0.000250008,0.000250008,0.000250008
55,127.118,0.04115,0.94118,1,0.17786,0.0002448,0.0002448,0.0002448
56,129.459,0.04126,0.90196,1,0.19941,0.000239593,0.000239593,0.000239593
57,131.824,0.04188,0.90196,1,0.18803,0.000234386,0.000234386,0.000234386
58,134.158,0.04274,0.92157,1,0.18387,0.000229178,0.000229178,0.000229178
59,136.479,0.04887,0.92157,1,0.18335,0.000223971,0.000223971,0.000223971
60,138.849,0.03804,0.94118,1,0.1477,0.000218763,0.000218763,0.000218763
61,141.152,0.06964,0.94118,1,0.16943,0.000213556,0.000213556,0.000213556
62,143.496,0.04167,0.96078,1,0.14372,0.000208349,0.000208349,0.000208349
63,145.842,0.04742,0.94118,1,0.1649,0.000203141,0.000203141,0.000203141
64,148.131,0.05512,0.94118,1,0.13381,0.000197934,0.000197934,0.000197934
65,150.409,0.03901,0.96078,1,0.1118,0.000192726,0.000192726,0.000192726
66,152.674,0.0424,0.96078,1,0.17786,0.000187519,0.000187519,0.000187519
67,154.917,0.04795,0.94118,1,0.14725,0.000182312,0.000182312,0.000182312
68,157.176,0.04092,0.90196,1,0.16472,0.000177104,0.000177104,0.000177104
69,159.405,0.04991,0.90196,1,0.2088,0.000171897,0.000171897,0.000171897
70,161.67,0.02357,0.92157,1,0.19021,0.000166689,0.000166689,0.000166689
71,163.93,0.03049,0.90196,1,0.18685,0.000161482,0.000161482,0.000161482
72,166.178,0.04916,0.92157,1,0.10452,0.000156275,0.000156275,0.000156275
73,168.443,0.03753,0.92157,1,0.11483,0.000151067,0.000151067,0.000151067
74,170.699,0.06026,0.94118,1,0.11978,0.00014586,0.00014586,0.00014586
75,172.962,0.0438,0.96078,1,0.11695,0.000140652,0.000140652,0.000140652
76,175.254,0.0282,0.96078,1,0.09205,0.000135445,0.000135445,0.000135445
77,177.49,0.01964,0.96078,1,0.08543,0.000130238,0.000130238,0.000130238
78,179.777,0.02362,0.98039,1,0.09173,0.00012503,0.00012503,0.00012503
79,182.038,0.05353,0.98039,1,0.09443,0.000119823,0.000119823,0.000119823
80,184.303,0.02899,0.96078,1,0.07899,0.000114615,0.000114615,0.000114615
81,186.541,0.0256,0.96078,1,0.1181,0.000109408,0.000109408,0.000109408
82,188.786,0.0155,0.98039,1,0.07769,0.000104201,0.000104201,0.000104201
83,191.039,0.03122,0.98039,1,0.11505,9.89932e-05,9.89932e-05,9.89932e-05
84,193.354,0.02175,0.94118,1,0.10098,9.37858e-05,9.37858e-05,9.37858e-05
85,195.609,0.04031,0.96078,1,0.10897,8.85784e-05,8.85784e-05,8.85784e-05
86,197.885,0.0142,0.96078,1,0.12151,8.3371e-05,8.3371e-05,8.3371e-05
87,200.186,0.02068,0.94118,1,0.1533,7.81636e-05,7.81636e-05,7.81636e-05
88,202.46,0.02256,0.94118,1,0.12782,7.29562e-05,7.29562e-05,7.29562e-05
