epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,4.72366,3.36568,0.04651,0.33721,3.17569,0.000108419,0.000108419,0.000108419
2,8.50096,3.04161,0.23256,0.54651,2.84822,0.000217246,0.000217246,0.000217246
3,12.2623,2.70347,0.31395,0.7093,2.46564,0.000323876,0.000323876,0.000323876
4,15.9595,2.29342,0.45349,0.74419,2.05623,0.00032311,0.00032311,0.00032311
5,19.5855,1.94393,0.52326,0.83721,1.67126,0.000319813,0.000319813,0.000319813
6,23.2734,1.61609,0.59302,0.88372,1.4919,0.000316517,0.000316517,0.000316517
7,26.9182,1.37202,0.5814,0.9186,1.29167,0.00031322,0.00031322,0.00031322
8,30.6078,1.15292,0.7093,0.93023,1.06077,0.000309923,0.000309923,0.000309923
9,34.285,0.98053,0.74419,0.96512,0.97706,0.000306626,0.000306626,0.000306626
10,37.9655,0.84404,0.77907,0.96512,0.85597,0.00030333,0.00030333,0.00030333
11,41.6163,0.71897,0.77907,0.96512,0.79805,0.000300033,0.000300033,0.000300033
12,45.3063,0.61171,0.7907,0.95349,0.70994,0.000296736,0.000296736,0.000296736
13,49.0472,0.53117,0.7907,0.96512,0.64277,0.00029344,0.00029344,0.00029344
14,52.7483,0.51373,0.84884,0.96512,0.60792,0.000290143,0.000290143,0.000290143
15,56.4485,0.39954,0.84884,0.96512,0.59513,0.000286846,0.000286846,0.000286846
16,60.1525,0.34534,0.86047,0.96512,0.5516,0.00028355,0.00028355,0.00028355
17,63.8536,0.32076,0.89535,0.96512,0.5133,0.000280253,0.000280253,0.000280253
18,67.6213,0.29779,0.90698,0.96512,0.43399,0.000276956,0.000276956,0.000276956
19,71.3637,0.25151,0.88372,0.95349,0.45858,0.000273659,0.000273659,0.000273659
20,75.1087,0.26273,0.88372,0.96512,0.49491,0.000270363,0.000270363,0.000270363
21,78.9094,0.26286,0.90698,0.96512,0.49712,0.000267066,0.000267066,0.000267066
22,82.6518,0.25418,0.90698,0.97674,0.4722,0.000263769,0.000263769,0.000263769
23,86.4036,0.20552,0.90698,0.96512,0.43274,0.000260473,0.000260473,0.000260473
24,90.1555,0.17318,0.90698,0.96512,0.40818,0.000257176,0.000257176,0.000257176
25,93.9147,0.16371,0.90698,0.96512,0.37021,0.000253879,0.000253879,0.000253879
