epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,1.57788,1.75681,0.3125,1,1.61267,7.777e-05,7.777e-05,7.777e-05
2,2.56484,1.46649,0.4375,1,1.2275,0.000165,0.000165,0.000165
3,3.42745,1.30346,0.625,1,1.02311,0.000250471,0.000250471,0.000250471
4,4.30046,1.089,0.75,1,0.81888,0.000334181,0.000334181,0.000334181
5,5.16008,0.87468,0.8125,1,0.66583,0.000416132,0.000416132,0.000416132
6,6.01637,0.67564,0.875,1,0.5845,0.000496323,0.000496323,0.000496323
7,6.88116,0.54927,0.875,1,0.56557,0.000574754,0.000574754,0.000574754
8,7.83207,0.40509,0.8125,1,0.50935,0.000651425,0.000651425,0.000651425
9,8.68576,0.27275,0.875,1,0.41364,0.000726336,0.000726336,0.000726336
10,9.50791,0.22894,0.875,1,0.32306,0.000799488,0.000799488,0.000799488
11,10.3576,0.19152,0.875,1,0.29271,0.00087088,0.00087088,0.00087088
12,11.2139,0.14468,0.9375,1,0.26961,0.000940511,0.000940511,0.000940511
13,12.0892,0.18262,0.9375,1,0.36874,0.000979013,0.000979013,0.000979013
14,12.9342,0.14303,0.875,1,0.45589,0.000968014,0.000968014,0.000968014
15,13.7665,0.13558,0.875,1,0.51318,0.000957015,0.000957015,0.000957015
16,14.5932,0.10827,0.875,1,0.30844,0.000946016,0.000946016,0.000946016
17,15.4211,0.08402,0.9375,1,0.13592,0.000935018,0.000935018,0.000935018
18,16.2824,0.04534,1,1,0.05386,0.000924019,0.000924019,0.000924019
19,17.1273,0.1512,1,1,0.07397,0.00091302,0.00091302,0.00091302
20,17.9706,0.05472,0.875,1,0.22965,0.000902021,0.000902021,0.000902021
21,18.8184,0.12714,0.875,1,0.46941,0.000891022,0.000891022,0.000891022
22,19.689,0.11999,0.8125,1,0.51538,0.000880023,0.000880023,0.000880023
23,20.5007,0.14316,0.875,1,0.51435,0.000869024,0.000869024,0.000869024
24,21.3309,0.0942,0.875,1,0.52282,0.000858025,0.000858025,0.000858025
25,22.2169,0.11263,0.875,1,0.57553,0.000847026,0.000847026,0.000847026
26,23.0627,0.10657,0.875,1,0.52538,0.000836027,0.000836027,0.000836027
27,23.9279,0.16492,0.875,1,0.43088,0.000825029,0.000825029,0.000825029
28,24.792,0.06035,0.9375,1,0.36861,0.00081403,0.00081403,0.00081403
29,25.6525,0.12142,0.9375,1,0.276,0.000803031,0.000803031,0.000803031
30,26.4928,0.10442,0.875,1,0.25364,0.000792032,0.000792032,0.000792032
31,27.3393,0.07081,0.875,1,0.17953,0.000781033,0.000781033,0.000781033
32,28.1729,0.1064,0.9375,1,0.18251,0.000770034,0.000770034,0.000770034
33,29.0197,0.02754,0.9375,1,0.18796,0.000759035,0.000759035,0.000759035
34,29.8773,0.09127,0.9375,1,0.1799,0.000748036,0.000748036,0.000748036
35,30.704,0.06386,0.9375,1,0.19359,0.000737037,0.000737037,0.000737037
36,31.5387,0.03307,0.875,1,0.2475,0.000726038,0.000726038,0.000726038
37,32.377,0.04224,0.875,1,0.26586,0.00071504,0.00071504,0.00071504
38,33.2194,0.08351,0.875,1,0.28153,0.000704041,0.000704041,0.000704041
39,34.0655,0.02445,0.875,1,0.27824,0.000693042,0.000693042,0.000693042
40,34.904,0.11319,0.9375,1,0.2494,0.000682043,0.000682043,0.000682043
