epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,4.92156,2.67023,0.075,0.5,2.54172,0.00011172,0.00011172,0.00011172
2,6.81933,2.39178,0.275,0.725,2.25894,0.00022705,0.00022705,0.00022705
3,8.78641,2.07595,0.375,0.775,2.03839,0.000340051,0.000340051,0.000340051
4,10.5936,1.78945,0.5,0.825,1.7638,0.000450724,0.000450724,0.000450724
5,12.4175,1.39819,0.625,0.925,1.14813,0.000559068,0.000559068,0.000559068
6,14.2346,1.17195,0.725,0.925,0.9042,0.000558894,0.000558894,0.000558894
7,16.015,0.90236,0.8,0.925,0.83599,0.000553073,0.000553073,0.000553073
8,17.8505,0.67961,0.85,0.975,0.56755,0.000547252,0.000547252,0.000547252
9,19.6732,0.5593,0.875,0.975,0.76246,0.00054143,0.00054143,0.00054143
10,21.4613,0.44789,0.85,0.975,0.51824,0.000535609,0.000535609,0.000535609
11,23.2998,0.3716,0.9,0.975,0.37699,0.000529788,0.000529788,0.000529788
12,25.1426,0.29731,0.875,0.975,0.44557,0.000523967,0.000523967,0.000523967
13,27.0135,0.26507,0.9,0.975,0.37579,0.000518146,0.000518146,0.000518146
14,28.8748,0.19658,0.85,0.975,0.48504,0.000512324,0.000512324,0.000512324
15,30.7433,0.19966,0.9,0.975,0.30622,0.000506503,0.000506503,0.000506503
16,32.5897,0.18573,0.925,0.975,0.26361,0.000500682,0.000500682,0.000500682
17,34.4971,0.20714,0.925,0.975,0.19267,0.000494861,0.000494861,0.000494861
18,36.3777,0.16887,0.925,1,0.32039,0.00048904,0.00048904,0.00048904
19,38.2556,0.16883,0.925,1,0.26135,0.000483218,0.000483218,0.000483218
20,40.0979,0.15723,0.925,0.975,0.22372,0.000477397,0.000477397,0.000477397
21,41.9895,0.14941,0.9,0.975,0.2648,0.000471576,0.000471576,0.000471576
22,43.8319,0.13753,0.9,0.975,0.25304,0.000465755,0.000465755,0.000465755
23,45.7115,0.12002,0.9,0.975,0.25458,0.000459934,0.000459934,0.000459934
24,47.5875,0.11449,0.9,0.975,0.28692,0.000454112,0.000454112,0.000454112
25,49.4628,0.12316,0.925,0.975,0.63146,0.000448291,0.000448291,0.000448291
26,51.3311,0.17454,0.925,0.975,0.24106,0.00044247,0.00044247,0.00044247
27,53.2443,0.09678,0.95,0.975,0.20975,0.000436649,0.000436649,0.000436649
28,55.1583,0.08092,0.925,0.975,0.18317,0.000430828,0.000430828,0.000430828
29,57.0721,0.09075,0.95,0.975,0.4526,0.000425006,0.000425006,0.000425006
30,58.96,0.09471,0.925,0.975,0.51105,0.000419185,0.000419185,0.000419185
31,60.8632,0.07359,0.9,0.975,0.32785,0.000413364,0.000413364,0.000413364
32,62.7713,0.10139,0.9,0.975,0.4201,0.000407543,0.000407543,0.000407543
33,64.7044,0.09038,0.875,0.975,0.6309,0.000401722,0.000401722,0.000401722
34,66.5617,0.08112,0.875,0.975,0.3162,0.0003959,0.0003959,0.0003959
35,68.4746,0.06265,0.9,0.975,0.38114,0.000390079,0.000390079,0.000390079
36,70.3844,0.09909,0.875,0.975,0.72689,0.000384258,0.000384258,0.000384258
37,72.303,0.05352,0.9,0.975,0.53891,0.000378437,0.000378437,0.000378437
38,74.2302,0.09307,0.9,0.975,0.34037,0.000372616,0.000372616,0.000372616
39,76.1673,0.08599,0.875,0.975,0.28836,0.000366794,0.000366794,0.000366794
40,78.044,0.05715,0.9,0.975,0.33378,0.000360973,0.000360973,0.000360973
41,79.9496,0.04297,0.875,0.975,0.2853,0.000355152,0.000355152,0.000355152
42,81.8677,0.06117,0.875,0.975,0.40423,0.000349331,0.000349331,0.000349331
43,83.7985,0.06486,0.875,0.975,0.48192,0.00034351,0.00034351,0.00034351
44,85.7314,0.08135,0.9,0.975,0.27053,0.000337688,0.000337688,0.000337688
45,87.6189,0.07268,0.85,0.975,0.32501,0.000331867,0.000331867,0.000331867
46,89.5547,0.04307,0.85,0.975,0.69752,0.000326046,0.000326046,0.000326046
47,91.4512,0.06667,0.875,0.975,0.5238,0.000320225,0.000320225,0.000320225
48,93.3759,0.04866,0.875,0.975,0.67011,0.000314404,0.000314404,0.000314404
49,95.2722,0.0704,0.9,0.975,0.78113,0.000308582,0.000308582,0.000308582
50,97.1907,0.04182,0.875,0.975,0.30308,0.000302761,0.000302761,0.000302761
51,99.1216,0.07305,0.9,0.975,0.34351,0.00029694,0.00029694,0.00029694
52,101.01,0.04956,0.9,0.975,0.3684,0.000291119,0.000291119,0.000291119
53,102.9,0.04242,0.95,0.975,0.46232,0.000285298,0.000285298,0.000285298
54,104.863,0.02924,0.95,0.975,0.58114,0.000279476,0.000279476,0.000279476
55,106.791,0.03813,0.95,0.975,0.21161,0.000273655,0.000273655,0.000273655
56,108.718,0.06081,0.925,0.975,0.24717,0.000267834,0.000267834,0.000267834
57,110.629,0.02866,0.875,0.975,0.20883,0.000262013,0.000262013,0.000262013
58,112.53,0.07597,0.875,0.975,0.38034,0.000256192,0.000256192,0.000256192
59,114.477,0.03352,0.875,0.975,0.26925,0.00025037,0.00025037,0.00025037
60,116.378,0.05112,0.875,0.975,0.28505,0.000244549,0.000244549,0.000244549
61,118.352,0.0463,0.875,0.975,0.77255,0.000238728,0.000238728,0.000238728
62,120.287,0.05394,0.875,0.975,0.65748,0.000232907,0.000232907,0.000232907
63,122.284,0.03615,0.875,0.975,0.29529,0.000227086,0.000227086,0.000227086
64,124.228,0.0566,0.875,0.975,0.26718,0.000221264,0.000221264,0.000221264
65,126.176,0.03157,0.925,0.975,0.39009,0.000215443,0.000215443,0.000215443
66,128.109,0.05761,0.95,0.975,0.19167,0.000209622,0.000209622,0.000209622
67,130.053,0.02087,0.95,0.975,0.28861,0.000203801,0.000203801,0.000203801
68,132.037,0.04179,0.925,0.975,0.18699,0.00019798,0.00019798,0.00019798
69,133.999,0.02382,0.925,0.975,0.30425,0.000192158,0.000192158,0.000192158
70,135.936,0.04088,0.9,0.975,0.27409,0.000186337,0.000186337,0.000186337
71,137.898,0.02441,0.9,0.975,0.23544,0.000180516,0.000180516,0.000180516
72,139.841,0.02169,0.9,0.975,0.29864,0.000174695,0.000174695,0.000174695
73,141.82,0.02152,0.9,0.975,0.53084,0.000168874,0.000168874,0.000168874
74,143.777,0.02517,0.9,0.975,0.32323,0.000163052,0.000163052,0.000163052
75,145.759,0.04094,0.9,0.975,0.65054,0.000157231,0.000157231,0.000157231
76,147.713,0.01534,0.9,0.975,0.20404,0.00015141,0.00015141,0.00015141
77,149.65,0.02117,0.9,0.975,0.22313,0.000145589,0.000145589,0.000145589
78,151.65,0.02507,0.9,0.975,0.28261,0.000139768,0.000139768,0.000139768
79,153.645,0.0328,0.9,0.975,0.23589,0.000133946,0.000133946,0.000133946
80,155.56,0.02361,0.9,0.975,0.35979,0.000128125,0.000128125,0.000128125
81,157.497,0.01798,0.9,0.975,0.335,0.000122304,0.000122304,0.000122304
82,159.379,0.0243,0.9,0.95,0.31754,0.000116483,0.000116483,0.000116483
83,161.254,0.0143,0.9,0.95,0.24122,0.000110662,0.000110662,0.000110662
84,163.122,0.00907,0.9,0.95,0.24823,0.00010484,0.00010484,0.00010484
85,165.074,0.02011,0.9,0.975,0.48605,9.90192e-05,9.90192e-05,9.90192e-05
86,167.013,0.04076,0.9,0.95,0.22847,9.3198e-05,9.3198e-05,9.3198e-05
87,168.895,0.03526,0.9,0.95,0.32847,8.73768e-05,8.73768e-05,8.73768e-05
88,170.778,0.01708,0.9,0.975,0.4424,8.15556e-05,8.15556e-05,8.15556e-05
89,172.672,0.01955,0.9,0.975,0.35237,7.57344e-05,7.57344e-05,7.57344e-05
90,174.572,0.03493,0.9,0.95,0.24201,6.99132e-05,6.99132e-05,6.99132e-05
91,176.412,0.01671,0.9,0.975,0.50903,6.4092e-05,6.4092e-05,6.4092e-05
92,178.258,0.0236,0.9,0.975,0.35821,5.82708e-05,5.82708e-05,5.82708e-05
93,180.094,0.02596,0.9,0.975,0.51527,5.24496e-05,5.24496e-05,5.24496e-05
94,181.95,0.0154,0.9,0.975,0.39264,4.66284e-05,4.66284e-05,4.66284e-05
95,183.858,0.02822,0.9,0.975,0.63749,4.08072e-05,4.08072e-05,4.08072e-05
96,185.751,0.0248,0.9,0.975,0.23584,3.4986e-05,3.4986e-05,3.4986e-05
97,187.633,0.02558,0.9,0.95,0.22593,2.91648e-05,2.91648e-05,2.91648e-05
98,189.534,0.01924,0.9,0.975,0.3434,2.33436e-05,2.33436e-05,2.33436e-05
99,191.42,0.02016,0.9,0.975,0.51442,1.75224e-05,1.75224e-05,1.75224e-05
100,193.316,0.01151,0.9,0.975,0.22587,1.17012e-05,1.17012e-05,1.17012e-05
