epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,3.90248,3.09532,0.12308,0.35385,2.85743,0.00012927,0.00012927,0.00012927
2,6.8437,2.70487,0.30769,0.69231,2.52242,0.000260109,0.000260109,0.000260109
3,9.76484,2.30421,0.52308,0.83077,2.36424,0.000388306,0.000388306,0.000388306
4,12.6176,1.91422,0.6,0.90769,1.05279,0.000404615,0.000404615,0.000404615
5,15.4832,1.53228,0.63077,0.96923,1.55638,0.000400487,0.000400487,0.000400487
6,18.3318,1.28723,0.75385,0.98462,0.67215,0.000396358,0.000396358,0.000396358
7,21.2017,1.03748,0.8,0.98462,0.92311,0.00039223,0.00039223,0.00039223
8,24.0774,0.80762,0.87692,0.98462,0.52721,0.000388102,0.000388102,0.000388102
9,26.9302,0.68637,0.87692,0.98462,0.50607,0.000383974,0.000383974,0.000383974
10,29.7764,0.58734,0.87692,1,0.66621,0.000379845,0.000379845,0.000379845
11,32.6251,0.52901,0.86154,0.98462,0.45714,0.000375717,0.000375717,0.000375717
12,35.4681,0.44148,0.87692,0.98462,0.56196,0.000371589,0.000371589,0.000371589
13,38.3324,0.41333,0.89231,1,0.24991,0.00036746,0.00036746,0.00036746
14,41.1896,0.33965,0.89231,0.98462,0.41056,0.000363332,0.000363332,0.000363332
15,44.0663,0.294,0.90769,1,0.31864,0.000359204,0.000359204,0.000359204
16,46.9361,0.29413,0.90769,1,0.2063,0.000355076,0.000355076,0.000355076
17,49.7978,0.23358,0.92308,1,0.52829,0.000350947,0.000350947,0.000350947
18,52.6841,0.25136,0.89231,1,0.24883,0.000346819,0.000346819,0.000346819
19,55.5752,0.19341,0.89231,0.98462,0.22382,0.000342691,0.000342691,0.000342691
20,58.4614,0.21619,0.86154,0.98462,0.23803,0.000338562,0.000338562,0.000338562
21,61.3676,0.15436,0.87692,0.98462,0.29305,0.000334434,0.000334434,0.000334434
22,64.278,0.18657,0.86154,0.98462,0.71341,0.000330306,0.000330306,0.000330306
23,67.203,0.21913,0.90769,0.98462,0.21643,0.000326177,0.000326177,0.000326177
24,70.1159,0.14613,0.92308,0.98462,0.19635,0.000322049,0.000322049,0.000322049
25,73.0296,0.12989,0.92308,0.98462,1.09515,0.000317921,0.000317921,0.000317921
26,75.9273,0.12102,0.92308,0.98462,0.16133,0.000313792,0.000313792,0.000313792
27,78.8426,0.11546,0.92308,0.98462,0.2767,0.000309664,0.000309664,0.000309664
28,81.758,0.10492,0.90769,0.98462,0.24907,0.000305536,0.000305536,0.000305536
29,84.6478,0.14932,0.92308,0.98462,0.22968,0.000301408,0.000301408,0.000301408
30,87.5482,0.11665,0.90769,0.98462,0.23848,0.000297279,0.000297279,0.000297279
